customer_id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed
id_2160,44,services,married,secondary,0,6348,1,0,cellular,11,may,895,1,0,unknown,0
id_19058,47,blue-collar,married,unknown,0,3111,0,0,cellular,6,aug,808,2,0,unknown,0
id_26195,44,entrepreneur,married,secondary,0,1,0,0,unknown,5,jun,870,1,0,unknown,1
id_31924,31,technician,single,secondary,0,141,0,0,cellular,20,nov,702,4,0,unknown,0
id_29060,35,services,single,secondary,0,774,1,0,cellular,3,feb,992,2,1,failure,0
id_8911,33,blue-collar,married,secondary,0,1789,1,0,cellular,16,apr,920,2,0,unknown,0
id_38363,29,blue-collar,divorced,secondary,0,247,1,1,unknown,7,may,899,2,0,unknown,0
id_24467,38,management,married,secondary,0,1958,0,0,cellular,4,may,902,6,11,other,0
id_29835,31,blue-collar,divorced,secondary,0,876,1,1,cellular,29,jan,997,3,1,failure,0
id_6586,31,blue-collar,married,secondary,0,76,1,1,cellular,22,jul,823,1,0,unknown,0
id_28746,49,admin.,married,secondary,0,208,0,0,unknown,17,may,889,1,0,unknown,0
id_40985,38,management,divorced,tertiary,0,6568,1,0,cellular,17,nov,705,2,0,unknown,0
id_6569,32,management,married,tertiary,0,1331,0,0,cellular,3,feb,992,2,1,success,1
id_25792,56,admin.,married,unknown,0,0,1,0,cellular,17,nov,705,1,2,failure,0
id_37251,48,technician,married,secondary,0,1941,1,1,cellular,6,aug,808,2,0,unknown,0
id_8554,46,management,married,tertiary,0,509,0,0,cellular,23,apr,913,2,0,unknown,1
id_30943,45,management,divorced,tertiary,0,542,1,0,cellular,14,may,892,1,2,other,0
id_15059,28,admin.,married,secondary,0,-362,1,1,unknown,3,jun,872,1,0,unknown,0
id_8277,37,technician,married,secondary,0,6387,1,1,cellular,18,nov,704,1,0,unknown,0
id_3477,35,blue-collar,married,primary,0,3150,1,0,unknown,16,jun,859,3,0,unknown,0
id_20139,61,admin.,married,secondary,0,3739,0,0,cellular,22,sep,761,1,11,success,1
id_19191,57,housemaid,divorced,primary,1,1234,0,0,unknown,5,jun,870,1,0,unknown,1
id_21254,29,technician,single,secondary,0,196,0,0,cellular,6,aug,808,2,0,unknown,0
id_17173,61,retired,married,secondary,0,602,1,0,cellular,7,may,899,1,0,unknown,0
id_12395,26,management,married,tertiary,0,122,1,0,cellular,18,may,888,2,0,unknown,0
id_30173,30,technician,single,secondary,0,2391,0,0,cellular,5,aug,809,1,0,unknown,0
id_28773,31,management,married,tertiary,0,2732,1,1,unknown,23,may,883,1,0,unknown,0
id_7740,24,blue-collar,single,secondary,0,2355,0,1,unknown,27,may,879,1,0,unknown,0
id_31742,33,management,single,tertiary,0,111,1,0,cellular,15,jul,830,2,0,unknown,0
id_17733,32,management,single,tertiary,0,3772,1,0,cellular,9,feb,986,4,1,failure,0
id_17544,59,technician,married,secondary,0,134,1,0,telephone,16,nov,706,13,1,other,0
id_24388,31,blue-collar,single,secondary,0,1033,1,1,cellular,16,apr,920,2,2,failure,0
id_37282,39,technician,married,secondary,0,1629,1,0,unknown,19,may,887,3,0,unknown,0
id_5295,31,management,single,tertiary,0,37,0,0,cellular,19,aug,795,2,0,unknown,0
id_27973,57,self-employed,divorced,secondary,0,152,0,0,unknown,17,jun,858,3,0,unknown,0
id_8221,30,blue-collar,single,secondary,0,2741,0,0,cellular,28,jan,998,1,0,unknown,0
id_39069,35,blue-collar,married,secondary,0,2693,1,0,cellular,20,apr,916,1,0,unknown,0
id_30075,47,entrepreneur,married,secondary,0,7902,1,1,cellular,22,aug,792,2,0,unknown,0
id_1091,35,blue-collar,married,secondary,0,177,1,0,unknown,15,may,891,2,0,unknown,0
id_7066,47,management,married,tertiary,0,267,1,0,cellular,15,jul,830,2,0,unknown,0
id_30044,47,management,married,secondary,0,-2,1,0,unknown,14,may,892,4,0,unknown,0
id_8234,33,technician,single,secondary,1,-483,1,0,cellular,17,apr,919,1,0,unknown,1
id_38753,54,self-employed,married,tertiary,0,544,0,0,telephone,6,feb,989,5,0,unknown,0
id_13379,48,management,single,tertiary,0,34,0,1,unknown,3,jul,842,1,0,unknown,0
id_34404,52,management,divorced,tertiary,0,2910,1,0,unknown,30,may,876,1,0,unknown,0
id_24468,26,management,married,tertiary,0,245,1,0,cellular,31,mar,936,2,1,other,0
id_25623,36,management,married,tertiary,0,289,0,1,cellular,5,aug,809,1,0,unknown,0
id_10179,31,entrepreneur,married,tertiary,0,280,1,0,telephone,20,apr,916,5,2,failure,0
id_11522,33,management,married,tertiary,0,3297,1,0,cellular,17,jun,858,2,4,failure,1
id_4391,54,technician,married,secondary,0,2312,1,0,cellular,8,may,898,3,2,failure,0
id_38854,33,blue-collar,married,tertiary,0,11,1,0,unknown,18,jun,857,3,0,unknown,0
id_13422,28,admin.,single,secondary,0,-136,0,0,cellular,18,jul,827,1,0,unknown,0
id_37846,38,technician,married,secondary,0,274,0,0,cellular,25,aug,789,6,0,unknown,0
id_36509,26,management,single,tertiary,0,125,0,1,cellular,8,jul,837,1,0,unknown,0
id_13799,37,management,married,tertiary,0,413,1,0,cellular,7,apr,929,1,0,unknown,0
id_36681,31,technician,married,secondary,0,1094,1,0,unknown,2,jun,873,3,0,unknown,0
id_36349,51,management,married,tertiary,0,915,1,0,unknown,9,may,897,4,0,unknown,0
id_12332,28,management,married,tertiary,0,476,1,0,cellular,21,nov,701,5,0,unknown,0
id_40161,29,blue-collar,single,secondary,0,901,1,1,unknown,21,may,885,7,0,unknown,0
id_20621,35,student,single,unknown,0,39,1,0,unknown,29,may,877,1,0,unknown,0
id_41257,44,admin.,married,secondary,0,-1093,1,1,cellular,31,jul,814,4,0,unknown,0
id_9499,45,unemployed,married,secondary,0,1035,0,0,telephone,26,may,880,5,0,unknown,0
id_16340,48,blue-collar,married,primary,0,7096,0,0,cellular,6,aug,808,7,0,unknown,1
id_9623,37,management,married,tertiary,0,2374,1,1,cellular,20,jul,825,2,6,other,0
id_44584,29,technician,married,secondary,0,27,0,0,cellular,21,aug,793,2,0,unknown,0
id_33240,32,management,single,tertiary,0,1717,1,0,unknown,21,may,885,2,0,unknown,0
id_45071,32,blue-collar,married,secondary,0,-661,1,1,unknown,28,may,878,2,0,unknown,0
id_13059,39,unemployed,single,secondary,0,358,1,0,cellular,4,may,902,2,2,failure,0
id_31537,20,blue-collar,single,primary,0,3201,1,0,cellular,15,may,891,1,2,failure,0
id_13306,32,services,married,secondary,0,1804,1,0,telephone,6,feb,989,1,2,failure,0
id_9403,29,services,single,secondary,0,1,1,0,cellular,18,may,888,6,9,failure,0
id_32626,32,technician,married,tertiary,0,4658,1,1,cellular,15,jul,830,2,0,unknown,0
id_26418,42,management,single,tertiary,0,265,1,0,cellular,31,jul,814,5,0,unknown,0
id_1029,61,retired,married,tertiary,0,-5,0,0,cellular,25,aug,789,3,0,unknown,0
id_42110,52,management,married,secondary,0,428,1,0,unknown,30,may,876,1,0,unknown,0
id_36323,38,admin.,single,secondary,0,1061,1,0,unknown,28,may,878,4,0,unknown,0
id_40269,33,technician,single,secondary,0,-56,1,0,unknown,30,may,876,2,0,unknown,0
id_26788,39,technician,married,secondary,0,-3,1,1,cellular,21,nov,701,1,0,unknown,0
id_40086,50,retired,divorced,primary,0,662,1,0,cellular,15,may,891,5,0,unknown,0
id_24053,41,blue-collar,divorced,unknown,0,536,0,0,unknown,16,may,890,2,0,unknown,0
id_35556,42,management,married,tertiary,0,979,0,0,cellular,19,aug,795,1,0,unknown,0
id_23962,39,blue-collar,married,primary,0,2521,1,0,unknown,15,may,891,4,0,unknown,0
id_38766,42,management,married,secondary,0,108,0,0,unknown,17,jun,858,2,0,unknown,1
id_41620,51,entrepreneur,married,primary,0,3339,1,1,unknown,16,may,890,1,0,unknown,0
id_33357,46,blue-collar,married,secondary,0,1094,1,1,cellular,6,feb,989,2,0,unknown,0
id_20894,60,management,divorced,tertiary,0,5697,0,0,cellular,30,apr,906,1,1,success,1
id_28169,32,blue-collar,married,secondary,0,717,1,0,unknown,8,may,898,1,0,unknown,0
id_27742,60,services,married,secondary,0,293,0,1,cellular,22,jul,823,4,0,unknown,0
id_33560,41,services,single,secondary,0,2,0,0,unknown,20,jun,855,2,0,unknown,0
id_15592,44,unemployed,married,unknown,0,189,0,0,cellular,11,aug,803,2,0,unknown,1
id_631,78,retired,married,secondary,0,8303,0,0,telephone,9,jun,866,1,12,failure,1
id_14561,42,blue-collar,married,primary,0,1068,0,0,cellular,30,jul,815,2,0,unknown,0
id_43996,33,self-employed,single,tertiary,0,9958,0,0,cellular,20,aug,794,1,0,unknown,1
id_31485,39,blue-collar,married,tertiary,0,1988,1,0,cellular,20,apr,916,2,0,unknown,0
id_20716,54,retired,divorced,secondary,0,-57,0,1,cellular,15,jul,830,10,0,unknown,0
id_30179,53,admin.,married,secondary,0,-1601,0,1,cellular,13,may,893,2,0,unknown,0
id_14098,50,management,married,tertiary,0,5793,0,0,cellular,19,nov,703,1,0,unknown,0
id_24707,39,self-employed,married,secondary,0,308,1,0,unknown,20,may,886,2,0,unknown,0
id_41422,61,retired,married,secondary,0,3,0,0,telephone,31,jul,814,20,0,unknown,0
id_24787,39,services,divorced,secondary,0,5767,1,1,unknown,28,may,878,1,0,unknown,0
id_3749,44,admin.,married,secondary,0,821,1,0,unknown,30,may,876,2,0,unknown,0
id_30446,29,self-employed,single,primary,0,162,0,0,cellular,9,feb,986,3,0,unknown,0
id_41826,31,blue-collar,single,secondary,0,565,1,0,cellular,7,may,899,2,4,other,0
id_6035,64,unknown,married,unknown,0,2795,0,0,telephone,9,sep,774,4,0,unknown,0
id_6093,51,management,divorced,tertiary,0,-808,1,0,cellular,7,aug,807,3,0,unknown,0
id_24245,30,admin.,married,secondary,0,410,1,0,cellular,20,apr,916,3,2,failure,0
id_8154,26,admin.,married,secondary,0,319,1,0,cellular,15,jul,830,2,0,unknown,0
id_42494,51,blue-collar,married,secondary,0,736,0,1,unknown,12,jun,863,1,0,unknown,0
id_18025,33,technician,single,secondary,0,-414,1,0,unknown,28,may,878,1,0,unknown,0
id_33626,49,unemployed,married,primary,0,129,1,0,cellular,19,nov,703,2,0,unknown,0
id_22439,38,retired,married,primary,0,208,0,0,unknown,12,may,894,1,0,unknown,0
id_13926,71,retired,divorced,tertiary,0,264,0,0,cellular,12,aug,802,2,0,unknown,0
id_35380,27,blue-collar,single,secondary,0,43,1,0,unknown,9,may,897,1,0,unknown,0
id_33480,58,admin.,single,secondary,0,473,0,0,cellular,5,feb,990,2,1,other,0
id_12611,55,management,single,tertiary,0,1091,1,1,cellular,17,nov,705,3,4,failure,0
id_22207,34,management,married,secondary,0,249,0,0,cellular,25,aug,789,6,0,unknown,0
id_34484,45,blue-collar,married,secondary,0,1332,1,0,cellular,25,aug,789,2,0,unknown,0
id_13943,33,management,single,secondary,0,20599,0,0,cellular,20,nov,702,1,0,unknown,0
id_42642,30,blue-collar,married,secondary,0,464,1,0,unknown,23,may,883,4,0,unknown,0
id_27090,43,blue-collar,married,unknown,0,86,1,0,unknown,16,may,890,1,0,unknown,0
id_14121,60,retired,married,tertiary,0,2508,0,0,cellular,29,jul,816,4,0,unknown,0
id_28662,52,blue-collar,divorced,primary,0,217,1,0,unknown,4,jun,871,5,0,unknown,0
id_28949,33,technician,married,secondary,0,657,0,0,cellular,22,jun,853,1,0,unknown,0
id_10517,33,management,divorced,tertiary,0,293,1,0,cellular,17,jul,828,5,0,unknown,1
id_10225,35,management,married,tertiary,1,-1,1,1,cellular,21,nov,701,1,0,unknown,0
id_3751,42,blue-collar,divorced,secondary,0,3259,0,0,cellular,31,jul,814,6,0,unknown,0
id_16647,41,admin.,married,primary,0,247,1,0,unknown,14,may,892,1,0,unknown,0
id_40038,56,housemaid,single,secondary,0,11492,0,0,telephone,4,mar,963,7,0,unknown,0
id_23372,32,management,single,tertiary,0,1132,1,0,unknown,20,may,886,2,0,unknown,0
id_14627,34,technician,divorced,secondary,0,3068,1,1,cellular,20,nov,702,2,1,other,0
id_15181,25,blue-collar,single,secondary,0,156,1,0,cellular,18,may,888,2,2,failure,0
id_947,35,admin.,married,secondary,0,370,0,0,cellular,29,aug,785,10,0,unknown,0
id_19057,34,admin.,single,tertiary,0,14,1,1,cellular,30,apr,906,1,0,unknown,1
id_41207,33,blue-collar,single,unknown,1,-528,1,0,unknown,7,may,899,1,0,unknown,0
id_9855,29,management,single,secondary,0,204,1,0,cellular,7,may,899,1,0,unknown,0
id_1491,29,unemployed,divorced,secondary,0,1147,1,0,cellular,8,may,898,2,1,failure,0
id_37763,31,management,single,tertiary,0,984,1,0,cellular,25,oct,728,1,2,success,1
id_34299,38,blue-collar,divorced,unknown,1,-273,1,1,unknown,23,may,883,2,0,unknown,0
id_19636,38,technician,single,secondary,0,821,1,1,cellular,19,aug,795,4,0,unknown,0
id_23169,30,blue-collar,married,secondary,0,635,1,0,unknown,23,may,883,4,0,unknown,0
id_12013,49,technician,married,secondary,0,736,1,0,cellular,17,nov,705,3,0,unknown,0
id_43681,62,unemployed,married,primary,0,27,1,0,unknown,16,may,890,6,0,unknown,0
id_41902,31,admin.,single,secondary,0,391,1,1,cellular,31,jul,814,3,0,unknown,0
id_28185,54,technician,married,secondary,0,-4,0,0,unknown,20,jun,855,4,0,unknown,0
id_17998,21,admin.,single,secondary,0,1,1,0,unknown,9,may,897,1,0,unknown,0
id_42563,55,blue-collar,married,primary,0,1941,1,0,telephone,21,nov,701,3,0,unknown,0
id_31656,56,retired,married,primary,0,16427,0,0,cellular,14,aug,800,2,0,unknown,0
id_13282,55,blue-collar,married,primary,0,3,0,0,unknown,8,may,898,2,0,unknown,0
id_13512,39,management,single,tertiary,0,259,1,0,unknown,5,may,901,1,0,unknown,0
id_41340,29,technician,married,secondary,0,180,0,0,cellular,17,mar,950,2,0,unknown,1
id_1964,34,management,married,tertiary,0,10,1,0,cellular,17,nov,705,2,0,unknown,0
id_27085,28,technician,single,secondary,0,239,1,0,cellular,4,may,902,3,0,unknown,1
id_4695,33,services,single,secondary,0,418,1,0,cellular,20,apr,916,5,2,other,0
id_33312,52,blue-collar,single,unknown,0,1785,0,0,cellular,3,feb,992,2,0,unknown,0
id_39782,35,blue-collar,single,secondary,0,2960,1,1,unknown,16,jun,859,2,0,unknown,0
id_4387,22,student,single,primary,0,114,1,0,cellular,18,may,888,2,0,unknown,0
id_17350,29,management,married,tertiary,0,11,1,0,cellular,16,jul,829,6,0,unknown,0
id_21262,30,admin.,single,secondary,0,-39,0,1,cellular,18,jul,827,2,0,unknown,0
id_8409,36,admin.,single,secondary,0,2202,1,0,unknown,3,jun,872,3,0,unknown,0
id_33785,39,blue-collar,married,secondary,0,-2,1,0,unknown,9,jun,866,1,0,unknown,0
id_434,47,housemaid,married,primary,0,3,0,0,telephone,9,jul,836,1,0,unknown,0
id_936,21,services,single,secondary,0,343,1,0,unknown,3,jun,872,6,0,unknown,0
id_31559,37,admin.,single,unknown,0,33,0,0,cellular,20,apr,916,3,0,unknown,0
id_18128,38,management,divorced,tertiary,0,367,1,0,telephone,22,aug,792,3,0,unknown,0
id_10269,29,blue-collar,married,secondary,0,1310,1,0,unknown,19,may,887,2,0,unknown,0
id_5133,35,blue-collar,married,secondary,0,753,1,0,unknown,23,may,883,1,0,unknown,0
id_383,33,technician,single,tertiary,0,143,1,1,cellular,21,jul,824,3,16,failure,0
id_21693,56,management,married,primary,0,2764,1,0,cellular,11,jul,834,2,0,unknown,0
id_23664,50,entrepreneur,married,primary,0,431,1,0,cellular,20,apr,916,5,0,unknown,0
id_1039,41,management,single,tertiary,0,2405,0,0,cellular,29,aug,785,2,0,unknown,0
id_7343,56,services,married,secondary,0,1169,0,0,unknown,9,jun,866,1,0,unknown,0
id_3480,55,self-employed,divorced,secondary,0,3,0,0,cellular,29,jul,816,2,0,unknown,0
id_25982,39,technician,married,secondary,0,87,1,0,cellular,8,aug,806,3,0,unknown,0
id_38590,46,blue-collar,married,unknown,0,415,0,0,unknown,5,jun,870,1,0,unknown,0
id_25717,38,management,married,tertiary,0,2,1,0,cellular,11,may,895,1,0,unknown,0
id_36178,42,management,single,tertiary,0,479,1,0,unknown,15,may,891,2,0,unknown,0
id_29287,44,services,divorced,secondary,0,863,1,0,unknown,14,may,892,2,0,unknown,0
id_247,28,blue-collar,married,secondary,0,374,1,1,unknown,6,jun,869,4,0,unknown,0
id_34060,33,management,single,tertiary,0,11820,0,0,cellular,18,aug,796,11,0,unknown,1
id_39025,52,blue-collar,married,secondary,0,16869,0,0,cellular,1,jun,874,2,0,unknown,0
id_19867,47,technician,divorced,secondary,0,-4,0,0,cellular,29,sep,754,1,2,failure,1
id_6074,47,blue-collar,married,primary,0,10,0,0,cellular,20,aug,794,2,0,unknown,0
id_27801,46,technician,married,secondary,0,1120,1,0,telephone,22,jul,823,1,0,unknown,0
id_34191,38,admin.,married,secondary,0,52,1,1,cellular,27,apr,909,1,4,other,0
id_32980,39,blue-collar,married,secondary,0,218,1,1,cellular,7,jul,838,5,0,unknown,0
id_15237,39,management,single,tertiary,0,430,1,0,unknown,25,jun,850,2,0,unknown,0
id_9186,41,management,married,tertiary,0,937,0,0,cellular,16,apr,920,4,0,unknown,1
id_29932,32,management,divorced,tertiary,0,364,1,0,telephone,29,jul,816,9,0,unknown,0
id_961,33,services,single,secondary,0,311,1,0,cellular,12,may,894,2,1,failure,0
id_7847,31,services,married,secondary,0,396,0,0,cellular,2,jun,873,1,0,unknown,0
id_29586,34,management,married,tertiary,0,181,0,0,cellular,14,aug,800,2,0,unknown,0
id_38685,43,technician,married,secondary,0,80,1,0,unknown,15,may,891,1,0,unknown,0
id_21386,33,management,married,tertiary,0,423,1,0,cellular,3,feb,992,5,0,unknown,0
id_25602,60,management,married,tertiary,0,5863,1,0,cellular,21,jul,824,1,0,unknown,0
id_1795,35,blue-collar,divorced,secondary,0,883,0,1,telephone,20,oct,733,1,0,unknown,0
